id	output
{"blockNumber":33312537,"chainId":43114,"marketAddress":"0x297e71a931c5825867e8fb937ae5cda9891c2e99"}	"439945535519944857573"
{"blockNumber":33312565,"chainId":43114,"marketAddress":"0x297e71a931c5825867e8fb937ae5cda9891c2e99"}	"404951932206569499822"
{"blockNumber":33313956,"chainId":43114,"marketAddress":"0xd2efd1ea687cd78c41ac262b3bc9b53889ff1f70"}	"1554410301933807352866"
{"blockNumber":33313988,"chainId":43114,"marketAddress":"0xd2efd1ea687cd78c41ac262b3bc9b53889ff1f70"}	"1584185978904470219724"
{"blockNumber":33314048,"chainId":43114,"marketAddress":"0xd2efd1ea687cd78c41ac262b3bc9b53889ff1f70"}	"1541341201792307373067"
{"blockNumber":33314174,"chainId":43114,"marketAddress":"0xb7e69749e3d2edd90ea59a4932efea2d41e245d7"}	"1219977784040195936350"
{"blockNumber":33314250,"chainId":43114,"marketAddress":"0xb7e69749e3d2edd90ea59a4932efea2d41e245d7"}	"1151730746322387622134"
{"blockNumber":33314364,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"1171241650222435851793"
{"blockNumber":33314406,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"1152744963904432881241"
{"blockNumber":33315069,"chainId":43114,"marketAddress":"0xd1cf931fa12783c1dd5abb77a0706c27cf352f25"}	"1107299563197169462353"
{"blockNumber":33315091,"chainId":43114,"marketAddress":"0xd1cf931fa12783c1dd5abb77a0706c27cf352f25"}	"1029292277652931185344"
{"blockNumber":33315118,"chainId":43114,"marketAddress":"0x8970b527e84aa17a33d38b65e9a5ab5817fc0027"}	"514616350513120420423"
{"blockNumber":33315149,"chainId":43114,"marketAddress":"0x8970b527e84aa17a33d38b65e9a5ab5817fc0027"}	"464369410318794026218"
{"blockNumber":33315177,"chainId":43114,"marketAddress":"0xa74586743249243d3b77335e15fe768ba8e1ec5a"}	"540740989162819998194"
{"blockNumber":33315195,"chainId":43114,"marketAddress":"0xa74586743249243d3b77335e15fe768ba8e1ec5a"}	"490740989162819998194"
{"blockNumber":33315202,"chainId":43114,"marketAddress":"0xa74586743249243d3b77335e15fe768ba8e1ec5a"}	"464369410318794026218"
{"blockNumber":33315585,"chainId":43114,"marketAddress":"0xa74586743249243d3b77335e15fe768ba8e1ec5a"}	"507461667202726232007"
{"blockNumber":33315607,"chainId":43114,"marketAddress":"0xa74586743249243d3b77335e15fe768ba8e1ec5a"}	"464369410318794026218"
{"blockNumber":33316381,"chainId":43114,"marketAddress":"0xa74586743249243d3b77335e15fe768ba8e1ec5a"}	"477411950133722772214"
{"blockNumber":33316419,"chainId":43114,"marketAddress":"0xa74586743249243d3b77335e15fe768ba8e1ec5a"}	"464369410318794026218"
{"blockNumber":33335176,"chainId":43114,"marketAddress":"0xdf8c9bd26e7c1a331902758eb013548b2d22ab3b"}	"508112054077395862769"
{"blockNumber":33335745,"chainId":43114,"marketAddress":"0xdf8c9bd26e7c1a331902758eb013548b2d22ab3b"}	"498115741422269782036"
{"blockNumber":33335803,"chainId":43114,"marketAddress":"0xdf8c9bd26e7c1a331902758eb013548b2d22ab3b"}	"508111985611742250218"
{"blockNumber":33335826,"chainId":43114,"marketAddress":"0xdf8c9bd26e7c1a331902758eb013548b2d22ab3b"}	"498115741422269782036"
{"blockNumber":111952176,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"39871612048797002745"
{"blockNumber":111952228,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"40067462176703387057"
{"blockNumber":111952264,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"40263311804129915850"
{"blockNumber":112320619,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"59834218397918794367"
{"blockNumber":112739791,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"80351938077149802788"
{"blockNumber":112927029,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"82300170411832064330"
{"blockNumber":113489691,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2025569156273938262958"
{"blockNumber":113441542,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"29790728975700000000"
{"blockNumber":113441687,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"82725352461302512359"
{"blockNumber":113442459,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"60725352461302512359"
{"blockNumber":113442751,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"127327263731083778701"
{"blockNumber":113444578,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"87327263731083778701"
{"blockNumber":113491016,"chainId":42161,"marketAddress":"0xc25cef6061cf5de5eb761b50e4743c1f5d7e5407"}	"944066720888816781029"
{"blockNumber":113499571,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"1972437278098746053341"
{"blockNumber":113499707,"chainId":42161,"marketAddress":"0x6853ea96ff216fab11d2d930ce3c508556a4bdc4"}	"999504008749262788365"
{"blockNumber":113500065,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"999761845989521865234"
{"blockNumber":113502768,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2915869990494154916320"
{"blockNumber":113503146,"chainId":42161,"marketAddress":"0x7f1fa204bb700853d36994da19f830b6ad18455c"}	"946025092731182884811"
{"blockNumber":113503712,"chainId":42161,"marketAddress":"0xc7abb2c5f3bf3ceb389df0eecd6120d451170b50"}	"939137593860575089378"
{"blockNumber":113568251,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"998761845989521865234"
{"blockNumber":113568295,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"997761845989521865234"
{"blockNumber":113568433,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"996761845989521865234"
{"blockNumber":113576197,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"997761542169540156652"
{"blockNumber":113576397,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"998761238272475224567"
{"blockNumber":113579004,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"999760934298404236223"
{"blockNumber":113579047,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"1000760630247404204523"
{"blockNumber":113579248,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"1001760326119551988490"
{"blockNumber":113579278,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"1000760326119551988490"
{"blockNumber":113579329,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"998750650940979352113"
{"blockNumber":113579545,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"996740976065695157404"
{"blockNumber":114971086,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2027475874443869036682"
{"blockNumber":115065280,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2065608066214352194440"
{"blockNumber":115065899,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2035608066214352194440"
{"blockNumber":115066574,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2073741763886852882936"
{"blockNumber":115079731,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2075648275811882189538"
{"blockNumber":114555126,"chainId":42161,"marketAddress":"0x0ccb4faa6f1f1b30911619f1184082ab4e25813c"}	"924624553705640687539"
{"blockNumber":114555173,"chainId":42161,"marketAddress":"0xd9535bb5f58a1a75032416f2dfe7880c30575a41"}	"924627052455085634469"
{"blockNumber":114555342,"chainId":42161,"marketAddress":"0x9c2433dfd71096c435be9465220bb2b189375ea7"}	"187689538092801140000"
{"blockNumber":115326973,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2935998585400088242603"
{"blockNumber":115327108,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2937005012072066022671"
{"blockNumber":115537157,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2849677748340982243970"
{"blockNumber":115640685,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2849728245751732636488"
{"blockNumber":115647400,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2909563058986734741171"
{"blockNumber":115647811,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2849728245751732636488"
{"blockNumber":115750289,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2908543040626675029090"
{"blockNumber":115782957,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2849728245751732636488"
{"blockNumber":115786212,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2912577849643207909399"
{"blockNumber":115801772,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2849728245751732636488"
{"blockNumber":115803512,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2908537113065286028405"
{"blockNumber":115882143,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2849728245751732636488"
{"blockNumber":115882334,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2912577786087110418135"
{"blockNumber":115883091,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2849728245751732636488"
{"blockNumber":115883233,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2901468130980637410787"
{"blockNumber":115883293,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2931014751020114437783"
{"blockNumber":115883377,"chainId":42161,"marketAddress":"0x47c031236e19d024b42f8ae6780e44a573170703"}	"2849728245751732636488"
{"blockNumber":115331162,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2063648275811882189538"
{"blockNumber":115367112,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2053648275811882189538"
{"blockNumber":115390372,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2244525653340902295732"
{"blockNumber":115405439,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2053648275811882189538"
{"blockNumber":115566843,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2055558508392748825548"
{"blockNumber":115640852,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2053558508392748825548"
{"blockNumber":115640990,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2051558508392748825548"
{"blockNumber":115643710,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2050558508392748825548"
{"blockNumber":115643738,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2049558508392748825548"
{"blockNumber":115653037,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2049548508392748825548"
{"blockNumber":115655536,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2048548508392748825548"
{"blockNumber":115655909,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2048538508392748825548"
{"blockNumber":115755102,"chainId":42161,"marketAddress":"0x70d95587d40a2caf56bd97485ab3eec10bee6336"}	"2067645380709543378361"
{"blockNumber":115326160,"chainId":42161,"marketAddress":"0xd9535bb5f58a1a75032416f2dfe7880c30575a41"}	"943113765121239491799"
{"blockNumber":115326679,"chainId":42161,"marketAddress":"0xd9535bb5f58a1a75032416f2dfe7880c30575a41"}	"952964090958644018246"
{"blockNumber":115327029,"chainId":42161,"marketAddress":"0xd9535bb5f58a1a75032416f2dfe7880c30575a41"}	"957888947061332176255"
{"blockNumber":115327146,"chainId":42161,"marketAddress":"0xd9535bb5f58a1a75032416f2dfe7880c30575a41"}	"962813224343049623503"
{"blockNumber":115587529,"chainId":42161,"marketAddress":"0xc7abb2c5f3bf3ceb389df0eecd6120d451170b50"}	"948578901216848171888"
{"blockNumber":115243042,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"1096702206642867330389"
{"blockNumber":115243528,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"996740976065695157404"
{"blockNumber":115882780,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"1059581168689428719317"
{"blockNumber":115882913,"chainId":42161,"marketAddress":"0xb686bcb112660343e6d15bdb65297e110c8311c4"}	"996740976065695157404"
{"blockNumber":115537357,"chainId":42161,"marketAddress":"0x09400d9db990d5ed3f35d7be61dfaeb900af03c9"}	"35438775972600000000"
{"blockNumber":33480076,"chainId":43114,"marketAddress":"0x8970b527e84aa17a33d38b65e9a5ab5817fc0027"}	"465643147101931914820"
{"blockNumber":33528042,"chainId":43114,"marketAddress":"0x8970b527e84aa17a33d38b65e9a5ab5817fc0027"}	"862642839611371907302"
{"blockNumber":33578705,"chainId":43114,"marketAddress":"0x8970b527e84aa17a33d38b65e9a5ab5817fc0027"}	"42070307873719118389908"
{"blockNumber":33446273,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"1124616074163011722540"
{"blockNumber":33447861,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"1125973785840089781147"
{"blockNumber":33449309,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"1397357005929263614013"
{"blockNumber":33449456,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"1497705402301467752325"
{"blockNumber":33452307,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"1578817834267656919725"
{"blockNumber":33455974,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"1592342019621654067603"
{"blockNumber":33456869,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"1632916259071091510566"
{"blockNumber":33457054,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"2425939880859079406596"
{"blockNumber":33461928,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"2438513010160065128041"
{"blockNumber":33473434,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"3447159585026169925421"
{"blockNumber":33493902,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"3448013407745251290936"
{"blockNumber":33500094,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"14274549870366411634160"
{"blockNumber":33527595,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"13481526248578423738130"
{"blockNumber":33536869,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"13642370590402142082070"
{"blockNumber":33544543,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"14314818434490621804882"
{"blockNumber":33546051,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"14584065130151393745357"
{"blockNumber":33549230,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"15932162512394795530309"
{"blockNumber":33557665,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"15987204310477710287022"
{"blockNumber":33561748,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"16037876780874987625774"
{"blockNumber":33562515,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"15365428936786507902962"
{"blockNumber":33567834,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"15412996318803621909913"
{"blockNumber":33574270,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"15480777335419146668352"
{"blockNumber":33575279,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"15425735537336231911639"
{"blockNumber":33578814,"chainId":43114,"marketAddress":"0x913c1f46b48b3ed35e7dc3cf754d4ae8499f31cf"}	"102029992702865480568140"
{"blockNumber":33441922,"chainId":43114,"marketAddress":"0xd1cf931fa12783c1dd5abb77a0706c27cf352f25"}	"1052459785353063437948"
{"blockNumber":33441947,"chainId":43114,"marketAddress":"0xd1cf931fa12783c1dd5abb77a0706c27cf352f25"}	"1029292277652931185344"
{"blockNumber":33578643,"chainId":43114,"marketAddress":"0xd1cf931fa12783c1dd5abb77a0706c27cf352f25"}	"42178786307840297723745"
{"blockNumber":33578751,"chainId":43114,"marketAddress":"0xa74586743249243d3b77335e15fe768ba8e1ec5a"}	"30907427254256700484595"
{"blockNumber":33449490,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"1202508171161585117488"
{"blockNumber":33449698,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"1207639788890789809165"
{"blockNumber":33504386,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"1342455924972476865988"
{"blockNumber":33518985,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"1383454428397746241081"
{"blockNumber":33520162,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"1342455924972476865988"
{"blockNumber":33525164,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"1396258507630121093846"
{"blockNumber":33532376,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"1346495300372968857599"
{"blockNumber":33537730,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"1347002220123214357836"
{"blockNumber":33544135,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"1293199637465570129978"
{"blockNumber":33579081,"chainId":43114,"marketAddress":"0xfb02132333a79c8b5bd0b64e3abcca5f7faf2937"}	"81178289033320703424206"
{"blockNumber":33447102,"chainId":43114,"marketAddress":"0xd2efd1ea687cd78c41ac262b3bc9b53889ff1f70"}	"2593013628826954387260"
{"blockNumber":33495585,"chainId":43114,"marketAddress":"0xd2efd1ea687cd78c41ac262b3bc9b53889ff1f70"}	"2616660210728806487184"
{"blockNumber":33504184,"chainId":43114,"marketAddress":"0xd2efd1ea687cd78c41ac262b3bc9b53889ff1f70"}	"2593013628826954387260"
{"blockNumber":33569031,"chainId":43114,"marketAddress":"0xd2efd1ea687cd78c41ac262b3bc9b53889ff1f70"}	"7832180100166721577344"
{"blockNumber":33579109,"chainId":43114,"marketAddress":"0xb7e69749e3d2edd90ea59a4932efea2d41e245d7"}	"81526185929042576025316"
{"blockNumber":33597989,"chainId":43114,"marketAddress":"0xb7e69749e3d2edd90ea59a4932efea2d41e245d7"}	"81618369491794553021268"
{"blockNumber":33579518,"chainId":43114,"marketAddress":"0x297e71a931c5825867e8fb937ae5cda9891c2e99"}	"50389922819745692704139"
{"blockNumber":33579368,"chainId":43114,"marketAddress":"0xdf8c9bd26e7c1a331902758eb013548b2d22ab3b"}	"20453136701954624448267"
{"blockNumber":33579556,"chainId":43114,"marketAddress":"0xf3652eba45dc761e7add4091627d5cda21f61613"}	"20303284441753265051053"
